1	64,14999163	55,29821813	5,035722391
2	115,8500084	55,29821813	5,035722391
3	14,78867761	58,01300467	4,881106432
4	90	80,94211187	4,192278617
5	165,2113224	58,01300467	4,881106432
6	-45,22826883	66,79478753	4,504408951
7	-134,7717312	66,79478753	4,504408951
8	-51,82686234	45,66465099	5,788091223
9	-90	52,47155918	5,220344816
10	-128,1731377	45,66465099	5,788091223
11	37,25656436	24,44346327	5,5341395
12	16,79095933	28,66651721	4,77370925
13	-8,50980374	29,45711537	4,656629683
14	-32,95853029	25,60218155	5,299452802
15	-64,99671597	24,23693672	5,578413753
16	-90	26,41571412	5,147445969
17	-115,003284	24,23693672	5,578413753
18	-147,0414697	25,60218155	5,299452802
19	-171,4901963	29,45711537	4,656629683
20	163,2090407	28,66651721	4,77370925
21	142,7434356	24,44346327	5,5341395
22	118,1984115	26,715906	5,093790337
23	90	29,72949162	4,617813335
24	61,80158848	26,715906	5,093790337
25	40,42307929	0	5,385686219
26	31,31637649	0	4,799192962
27	20,0541374	0	4,364631841
28	6,937657199	0	4,130240928
29	-6,937657199	6,765783792	4,159205468
30	-20,0541374	0	4,364631841
31	-31,31637649	0	4,799192962
32	-40,42307929	0	5,385686219
33	-47,5995366	0	6,080304269
34	-55,59450248	0	5,442033168
35	-65,45997593	0	4,935848458
36	-77,14059149	0	4,605510287
37	-90	0	4,49
38	-102,8594085	0	4,605510287
39	-114,5400241	0	4,935848458
40	-124,4054975	0	5,442033168
41	-132,4004634	0	6,080304269
42	-139,5769207	0	5,385686219
43	-148,6836235	0	4,799192962
44	-159,9458626	0	4,364631841
45	-173,0623428	0	4,130240928
46	173,0623428	0	4,130240928
47	159,9458626	0	4,364631841
48	148,6836235	0	4,799192962
49	139,5769207	0	5,385686219
50	132,4004634	0	6,080304269
51	124,4054975	0	5,442033168
52	114,5400241	0	4,935848458
53	102,8594085	0	4,605510287
54	90	0	4,49
55	77,14059149	0	4,605510287
56	65,45997593	0	4,935848458
57	55,59450248	0	5,442033168
58	47,5995366	0	6,080304269
59	47,5995366	-13,05591229	6,241650423
60	28,70339281	-16,78556539	4,882430235
61	0	-18,97821856	4,335677571
62	-28,70339281	-16,78556539	4,882430235
63	-47,5995366	-13,05591229	6,241650423
64	-73,07079435	-16,72146225	4,900609939
65	-106,9292057	-16,72146225	4,900609939
66	-132,4004634	-13,05591229	6,241650423
67	-151,2966072	-16,78556539	4,882430235
68	180	-18,97821856	4,335677571
69	151,2966072	-16,78556539	4,882430235
70	132,4004634	-13,05591229	6,241650423
71	106,9292057	-16,72146225	4,900609939
72	73,07079435	-16,72146225	4,900609939
73	53,06750684	-13,90851877	5,657888299
74	-47,79444722	-13,51907823	5,817705733
75	-123,1568509	-12,85305047	6,113697735
76	127,6517338	-12,17683118	6,447650735
77	53,06750684	-1,877192958	5,494952229
78	-47,79444722	-1,822636599	5,659372757
79	-123,1568509	-1,729735198	5,963228991
80	127,6517338	-1,635905706	6,30515662
81	37,25656436	-37,45787758	6,346825978
82	16,79095933	-42,66222328	5,695945927
83	-8,50980374	-43,59124798	5,598187207
84	-32,95853029	-38,92705074	6,143264604
85	-64,99671597	-37,19269814	6,385467876
86	-90	-39,93978157	6,012628377
87	-115,003284	-37,19269814	6,385467876
88	-147,0414697	-38,92705074	6,143264604
89	-171,4901963	-43,59124798	5,598187207
90	163,2090407	-42,66222328	5,695945927
91	142,7434356	-37,45787758	6,346825978
92	118,1984115	-40,30959432	5,966757914
93	90	-43,90809067	5,56594107
94	61,80158848	-40,30959432	5,966757914
95	64,14999163	-63,93093319	6,523687607
96	115,8500084	-63,93093319	6,523687607
97	14,78867761	-66,19112157	6,405091725
98	90	-83,57397194	5,89705011
99	165,2113224	-66,19112157	6,405091725
100	-45,22826883	-73,14971016	6,122883308
101	-134,7717312	-73,14971016	6,122883308
102	-51,82686234	-55,38342071	7,120533688
103	-90	-61,51299286	6,667233309
104	-128,1731377	-55,38342071	7,120533688
